group,timepoint,subject_id,channel,region,feature,power_value
Patient,Rest,Sub_01,C4,central,beta,0.3379669
Patient,Rest,Sub_01,C4,central,gamma,
Patient,Rest,Sub_01,C4,central,broadband,0.7025578
Patient,Rest,Sub_01,T4,central,delta,0.6508723
Patient,Rest,Sub_01,T4,central,theta,0.44366062
Patient,Rest,Sub_01,T4,central,alpha,0.45099646
Patient,Rest,Sub_01,T4,central,beta,0.7908388
Patient,Rest,Sub_01,T4,central,gamma,0.5293627
Patient,Rest,Sub_01,T4,central,broadband,0.3648335
Patient,Rest,Sub_01,T5,parietal,delta,0.5111166
Patient,Rest,Sub_01,T5,parietal,theta,0.6080794
Patient,Rest,Sub_01,T5,parietal,alpha,0.494059
Patient,Rest,Sub_01,T5,parietal,beta,0.5330549
Patient,Rest,Sub_01,T5,parietal,gamma,0.602809
Patient,Rest,Sub_01,T5,parietal,broadband,0.5488978
Patient,Rest,Sub_01,P3,parietal,delta,0.28348643
Patient,Rest,Sub_01,P3,parietal,theta,0.48836046
Patient,Rest,Sub_01,P3,parietal,alpha,0.37337324
Patient,Rest,Sub_01,P3,parietal,beta,0.45687562
Patient,Rest,Sub_01,P3,parietal,gamma,0.5909994
Patient,Rest,Sub_01,P3,parietal,broadband,0.41953853
Patient,Rest,Sub_01,Pz,parietal,delta,0.60899395
Patient,Rest,Sub_01,Pz,parietal,theta,0.47938362
Patient,Rest,Sub_01,Pz,parietal,alpha,0.33165142
Patient,Rest,Sub_01,Pz,parietal,beta,0.51531225
Patient,Rest,Sub_01,Pz,parietal,gamma,0.4491914
Patient,Rest,Sub_01,Pz,parietal,broadband,0.72649
Patient,Rest,Sub_01,P4,parietal,delta,0.3333501
Patient,Rest,Sub_01,P4,parietal,theta,0.40534583
Patient,Rest,Sub_01,P4,parietal,alpha,0.22339767
Patient,Rest,Sub_01,P4,parietal,beta,0.5761791
Patient,Rest,Sub_01,P4,parietal,gamma,0.5805773
Patient,Rest,Sub_01,P4,parietal,broadband,0.40513694
Patient,Rest,Sub_01,T6,parietal,delta,0.82766753
Patient,Rest,Sub_01,T6,parietal,theta,0.6559296
Patient,Rest,Sub_01,T6,parietal,alpha,0.5542592
Patient,Rest,Sub_01,T6,parietal,beta,0.41219023
Patient,Rest,Sub_01,T6,parietal,gamma,0.42753667
Patient,Rest,Sub_01,T6,parietal,broadband,
Patient,Rest,Sub_01,O1,occipital,delta,0.78084356
Patient,Rest,Sub_01,O1,occipital,theta,0.8046099
Patient,Rest,Sub_01,O1,occipital,alpha,0.64001375
Patient,Rest,Sub_01,O1,occipital,beta,0.28238818
Patient,Rest,Sub_01,O1,occipital,gamma,0.766399
Patient,Rest,Sub_01,O1,occipital,broadband,0.71748877
Patient,Rest,Sub_01,Oz,occipital,delta,0.3668523
Patient,Rest,Sub_01,Oz,occipital,theta,0.32111847
Patient,Rest,Sub_01,Oz,occipital,alpha,0.47141176
Patient,Rest,Sub_01,Oz,occipital,beta,0.587449
Patient,Rest,Sub_01,Oz,occipital,gamma,0.52193666
Patient,Rest,Sub_01,Oz,occipital,broadband,0.59121305
Patient,Rest,Sub_01,O2,occipital,delta,0.4114353
Patient,Rest,Sub_01,O2,occipital,theta,0.51837665
Patient,Rest,Sub_01,O2,occipital,alpha,0.4117695
Patient,Rest,Sub_01,O2,occipital,beta,0.37668678
Patient,Rest,Sub_01,O2,occipital,gamma,0.50384504
Patient,Rest,Sub_01,O2,occipital,broadband,0.7018767
Patient,Rest,Sub_01,AF3,extra,delta,0.36024594
Patient,Rest,Sub_01,AF3,extra,theta,0.64725155
Patient,Rest,Sub_01,AF3,extra,alpha,0.4918417
Patient,Rest,Sub_01,AF3,extra,beta,0.4410609
Patient,Rest,Sub_01,AF3,extra,gamma,0.41970178
Patient,Rest,Sub_01,AF3,extra,broadband,0.4786193
Patient,Rest,Sub_01,AF4,extra,delta,0.5081643
Patient,Rest,Sub_01,AF4,extra,theta,0.39761943
Patient,Rest,Sub_01,AF4,extra,alpha,0.17902796
Patient,Rest,Sub_01,AF4,extra,beta,0.5436046
Patient,Rest,Sub_01,AF4,extra,gamma,0.49132654
Patient,Rest,Sub_01,AF4,extra,broadband,0.50527596
Patient,Rest,Sub_01,FC5,extra,delta,0.3642774
Patient,Rest,Sub_01,FC5,extra,theta,0.4513401
Patient,Rest,Sub_01,FC5,extra,alpha,0.27610984
Patient,Rest,Sub_01,FC5,extra,beta,0.42998195
Patient,Rest,Sub_01,FC5,extra,gamma,0.59321463
Patient,Rest,Sub_01,FC5,extra,broadband,0.67202926
Patient,Rest,Sub_01,FC1,extra,delta,0.47515854
Patient,Rest,Sub_01,FC1,extra,theta,0.44701377
Patient,Rest,Sub_01,FC1,extra,alpha,0.46042597
Patient,Rest,Sub_01,FC1,extra,beta,0.5632671
Patient,Rest,Sub_01,FC1,extra,gamma,0.3428358
Patient,Rest,Sub_01,FC1,extra,broadband,0.6962386
Patient,Rest,Sub_01,FC2,extra,delta,0.18518518
Patient,Rest,Sub_01,FC2,extra,theta,0.4690967
Patient,Rest,Sub_01,FC2,extra,alpha,0.58634305
Patient,Rest,Sub_01,FC2,extra,beta,0.4806129
Patient,Rest,Sub_01,FC2,extra,gamma,0.6981551
Patient,Rest,Sub_01,FC2,extra,broadband,0.7642956
Patient,Rest,Sub_01,FC6,extra,delta,0.58018345
Patient,Rest,Sub_01,FC6,extra,theta,0.6511204
Patient,Rest,Sub_01,FC6,extra,alpha,0.34918422
Patient,Rest,Sub_01,FC6,extra,beta,0.48007143
Patient,Rest,Sub_01,FC6,extra,gamma,0.52154696
Patient,Rest,Sub_01,FC6,extra,broadband,0.4713636
Patient,Rest,Sub_01,CP5,extra,delta,0.42211348
Patient,Rest,Sub_01,CP5,extra,theta,0.3262439
Patient,Rest,Sub_01,CP5,extra,alpha,0.6284485
Patient,Rest,Sub_01,CP5,extra,beta,0.5162642
Patient,Rest,Sub_01,CP5,extra,gamma,0.7467183
Patient,Rest,Sub_01,CP5,extra,broadband,0.60126686
Patient,Rest,Sub_01,CP1,extra,delta,0.56884235
Patient,Rest,Sub_01,CP1,extra,theta,0.6449011
Patient,Rest,Sub_01,CP1,extra,alpha,0.19527729
Patient,Rest,Sub_01,CP1,extra,beta,0.61803514
Patient,Rest,Sub_01,CP1,extra,gamma,0.3641812
Patient,Rest,Sub_01,CP1,extra,broadband,0.24694648
Patient,Rest,Sub_01,CP2,extra,delta,0.419314
Patient,Rest,Sub_01,CP2,extra,theta,0.2975945
Patient,Rest,Sub_01,CP2,extra,alpha,0.39545166
Patient,Rest,Sub_01,CP2,extra,beta,0.5193587
Patient,Rest,Sub_01,CP2,extra,gamma,0.6014624
Patient,Rest,Sub_01,CP2,extra,broadband,0.5515661
Patient,Rest,Sub_01,CP6,extra,delta,0.51364535
Patient,Rest,Sub_01,CP6,extra,theta,0.76460576
Patient,Rest,Sub_01,CP6,extra,alpha,0.3440872
Patient,Rest,Sub_01,CP6,extra,beta,0.43179068
Patient,Rest,Sub_01,CP6,extra,gamma,0.25982285
Patient,Rest,Sub_01,CP6,extra,broadband,0.43663597
Patient,Rest,Sub_01,PO3,extra,delta,0.5330259
Patient,Rest,Sub_01,PO3,extra,theta,0.6997504
Patient,Rest,Sub_01,PO3,extra,alpha,0.41047275
Patient,Rest,Sub_01,PO3,extra,beta,0.5496843
Patient,Rest,Sub_01,PO3,extra,gamma,0.48741287
Patient,Rest,Sub_01,PO3,extra,broadband,0.337456
Patient,Rest,Sub_01,PO4,extra,delta,0.5396434
Patient,Rest,Sub_01,PO4,extra,theta,0.49628183
Patient,Rest,Sub_01,PO4,extra,alpha,0.47113258
Patient,Rest,Sub_01,PO4,extra,beta,0.8023064
Patient,Rest,Sub_01,PO4,extra,gamma,0.40625417
Patient,Rest,Sub_01,PO4,extra,broadband,0.54394877
Patient,Rest,Sub_02,Fp1,prefrontal,delta,0.6361721
Patient,Rest,Sub_02,Fp1,prefrontal,theta,0.24941136
Patient,Rest,Sub_02,Fp1,prefrontal,alpha,0.3390847
Patient,Rest,Sub_02,Fp1,prefrontal,beta,0.3472618
Patient,Rest,Sub_02,Fp1,prefrontal,gamma,0.6907772
Patient,Rest,Sub_02,Fp1,prefrontal,broadband,0.6001248
Patient,Rest,Sub_02,Fp2,prefrontal,delta,0.49664566
Patient,Rest,Sub_02,Fp2,prefrontal,theta,0.37172845
Patient,Rest,Sub_02,Fp2,prefrontal,alpha,0.46657386
Patient,Rest,Sub_02,Fp2,prefrontal,beta,0.7730703
Patient,Rest,Sub_02,Fp2,prefrontal,gamma,0.43789697
Patient,Rest,Sub_02,Fp2,prefrontal,broadband,0.46408623
Patient,Rest,Sub_02,F7,frontal,delta,0.37332204
Patient,Rest,Sub_02,F7,frontal,theta,0.905895
Patient,Rest,Sub_02,F7,frontal,alpha,0.29763255
Patient,Rest,Sub_02,F7,frontal,beta,0.6250992
Patient,Rest,Sub_02,F7,frontal,gamma,0.60635847
Patient,Rest,Sub_02,F7,frontal,broadband,0.3064459
Patient,Rest,Sub_02,F3,frontal,delta,0.39894706
Patient,Rest,Sub_02,F3,frontal,theta,0.667614
Patient,Rest,Sub_02,F3,frontal,alpha,0.0
Patient,Rest,Sub_02,F3,frontal,beta,0.47865224
Patient,Rest,Sub_02,F3,frontal,gamma,0.774834
Patient,Rest,Sub_02,F3,frontal,broadband,0.36604863
Patient,Rest,Sub_02,Fz,frontal,delta,0.6214556
Patient,Rest,Sub_02,Fz,frontal,theta,0.76907575
Patient,Rest,Sub_02,Fz,frontal,alpha,0.49373862
Patient,Rest,Sub_02,Fz,frontal,beta,0.6257878
Patient,Rest,Sub_02,Fz,frontal,gamma,0.6227344
Patient,Rest,Sub_02,Fz,frontal,broadband,0.76387894
Patient,Rest,Sub_02,F4,frontal,delta,0.57428044
Patient,Rest,Sub_02,F4,frontal,theta,0.60103613
Patient,Rest,Sub_02,F4,frontal,alpha,0.24631229
Patient,Rest,Sub_02,F4,frontal,beta,0.8232793
Patient,Rest,Sub_02,F4,frontal,gamma,0.56119776
Patient,Rest,Sub_02,F4,frontal,broadband,0.6587763
Patient,Rest,Sub_02,F8,frontal,delta,0.45779374
Patient,Rest,Sub_02,F8,frontal,theta,0.58575267
Patient,Rest,Sub_02,F8,frontal,alpha,0.27204722
Patient,Rest,Sub_02,F8,frontal,beta,0.6015954
Patient,Rest,Sub_02,F8,frontal,gamma,0.666608
Patient,Rest,Sub_02,F8,frontal,broadband,0.6748177
Patient,Rest,Sub_02,T3,central,delta,0.520791
Patient,Rest,Sub_02,T3,central,theta,
Patient,Rest,Sub_02,T3,central,alpha,0.2869028
Patient,Rest,Sub_02,T3,central,beta,0.42806444
Patient,Rest,Sub_02,T3,central,gamma,0.273584
Patient,Rest,Sub_02,T3,central,broadband,0.45741645
Patient,Rest,Sub_02,C3,central,delta,0.63369346
Patient,Rest,Sub_02,C3,central,theta,0.3897131
Patient,Rest,Sub_02,C3,central,alpha,0.31309968
Patient,Rest,Sub_02,C3,central,beta,0.67254364
Patient,Rest,Sub_02,C3,central,gamma,0.83229333
Patient,Rest,Sub_02,C3,central,broadband,0.33309895
Patient,Rest,Sub_02,Cz,central,delta,0.35878265
Patient,Rest,Sub_02,Cz,central,theta,0.6071632
Patient,Rest,Sub_02,Cz,central,alpha,0.18562914
Patient,Rest,Sub_02,Cz,central,beta,0.5676365
Patient,Rest,Sub_02,Cz,central,gamma,0.30943477
Patient,Rest,Sub_02,Cz,central,broadband,0.5250548
Patient,Rest,Sub_02,C4,central,delta,0.40430018
Patient,Rest,Sub_02,C4,central,theta,0.41755664
Patient,Rest,Sub_02,C4,central,alpha,0.3951372
Patient,Rest,Sub_02,C4,central,beta,0.4996898
Patient,Rest,Sub_02,C4,central,gamma,0.41403633
Patient,Rest,Sub_02,C4,central,broadband,0.36651582
Patient,Rest,Sub_02,T4,central,delta,0.24718466
Patient,Rest,Sub_02,T4,central,theta,0.5164968
Patient,Rest,Sub_02,T4,central,alpha,0.46692616
Patient,Rest,Sub_02,T4,central,beta,0.73644966
Patient,Rest,Sub_02,T4,central,gamma,0.41384488
Patient,Rest,Sub_02,T4,central,broadband,0.62978965
Patient,Rest,Sub_02,T5,parietal,delta,0.4479241
Patient,Rest,Sub_02,T5,parietal,theta,0.44206363
Patient,Rest,Sub_02,T5,parietal,alpha,0.5264944
Patient,Rest,Sub_02,T5,parietal,beta,0.7628314
Patient,Rest,Sub_02,T5,parietal,gamma,0.5425427
Patient,Rest,Sub_02,T5,parietal,broadband,0.14913714
Patient,Rest,Sub_02,P3,parietal,delta,0.23357268
Patient,Rest,Sub_02,P3,parietal,theta,0.8615204
Patient,Rest,Sub_02,P3,parietal,alpha,
Patient,Rest,Sub_02,P3,parietal,beta,0.90722054
Patient,Rest,Sub_02,P3,parietal,gamma,0.7251029
Patient,Rest,Sub_02,P3,parietal,broadband,0.34658518
Patient,Rest,Sub_02,Pz,parietal,delta,0.42453018
Patient,Rest,Sub_02,Pz,parietal,theta,0.4671844
Patient,Rest,Sub_02,Pz,parietal,alpha,0.20405078
Patient,Rest,Sub_02,Pz,parietal,beta,0.5371389
Patient,Rest,Sub_02,Pz,parietal,gamma,0.3793714
Patient,Rest,Sub_02,Pz,parietal,broadband,0.55114335
Patient,Rest,Sub_02,P4,parietal,delta,0.63439554
Patient,Rest,Sub_02,P4,parietal,theta,0.4638904
Patient,Rest,Sub_02,P4,parietal,alpha,0.4262348
Patient,Rest,Sub_02,P4,parietal,beta,0.4400541
Patient,Rest,Sub_02,P4,parietal,gamma,0.639904
Patient,Rest,Sub_02,P4,parietal,broadband,0.6699504
Patient,Rest,Sub_02,T6,parietal,delta,1.8393567
Patient,Rest,Sub_02,T6,parietal,theta,0.67832196
Patient,Rest,Sub_02,T6,parietal,alpha,0.5574882
Patient,Rest,Sub_02,T6,parietal,beta,0.40086424
Patient,Rest,Sub_02,T6,parietal,gamma,0.6055332
Patient,Rest,Sub_02,T6,parietal,broadband,0.6759229
Patient,Rest,Sub_02,O1,occipital,delta,0.52713853
Patient,Rest,Sub_02,O1,occipital,theta,0.42596984
Patient,Rest,Sub_02,O1,occipital,alpha,0.24399462
Patient,Rest,Sub_02,O1,occipital,beta,0.58499944
Patient,Rest,Sub_02,O1,occipital,gamma,0.6439717
Patient,Rest,Sub_02,O1,occipital,broadband,0.36546975
Patient,Rest,Sub_02,Oz,occipital,delta,0.56619716
Patient,Rest,Sub_02,Oz,occipital,theta,0.47294167
Patient,Rest,Sub_02,Oz,occipital,alpha,0.5353149
Patient,Rest,Sub_02,Oz,occipital,beta,0.7360341
Patient,Rest,Sub_02,Oz,occipital,gamma,0.2722647
Patient,Rest,Sub_02,Oz,occipital,broadband,0.64022803
Patient,Rest,Sub_02,O2,occipital,delta,0.8428203
Patient,Rest,Sub_02,O2,occipital,theta,0.41046616
Patient,Rest,Sub_02,O2,occipital,alpha,0.6966767
Patient,Rest,Sub_02,O2,occipital,beta,0.5264979
Patient,Rest,Sub_02,O2,occipital,gamma,0.43795568
Patient,Rest,Sub_02,O2,occipital,broadband,0.5315885
Patient,Rest,Sub_02,AF3,extra,delta,0.4356627
Patient,Rest,Sub_02,AF3,extra,theta,0.34871516
Patient,Rest,Sub_02,AF3,extra,alpha,0.5287923
Patient,Rest,Sub_02,AF3,extra,beta,1.021164
Patient,Rest,Sub_02,AF3,extra,gamma,0.25733605
Patient,Rest,Sub_02,AF3,extra,broadband,0.6512971
Patient,Rest,Sub_02,AF4,extra,delta,0.36278114
Patient,Rest,Sub_02,AF4,extra,theta,0.37273902
Patient,Rest,Sub_02,AF4,extra,alpha,0.30429554
Patient,Rest,Sub_02,AF4,extra,beta,0.5037915
Patient,Rest,Sub_02,AF4,extra,gamma,0.6470504
Patient,Rest,Sub_02,AF4,extra,broadband,0.467712
Patient,Rest,Sub_02,FC5,extra,delta,0.4617952
Patient,Rest,Sub_02,FC5,extra,theta,0.46901864
Patient,Rest,Sub_02,FC5,extra,alpha,0.31967908
Patient,Rest,Sub_02,FC5,extra,beta,0.5094816
Patient,Rest,Sub_02,FC5,extra,gamma,0.6774459
Patient,Rest,Sub_02,FC5,extra,broadband,0.4354027
Patient,Rest,Sub_02,FC1,extra,delta,0.32026318
Patient,Rest,Sub_02,FC1,extra,theta,0.7297144
Patient,Rest,Sub_02,FC1,extra,alpha,0.38627967
Patient,Rest,Sub_02,FC1,extra,beta,0.5611779
Patient,Rest,Sub_02,FC1,extra,gamma,0.38600606
Patient,Rest,Sub_02,FC1,extra,broadband,0.33442828
Patient,Rest,Sub_02,FC2,extra,delta,0.30348152
Patient,Rest,Sub_02,FC2,extra,theta,0.44331864
Patient,Rest,Sub_02,FC2,extra,alpha,0.5117257
Patient,Rest,Sub_02,FC2,extra,beta,0.47641623
Patient,Rest,Sub_02,FC2,extra,gamma,0.4042719
Patient,Rest,Sub_02,FC2,extra,broadband,0.38757265
Patient,Rest,Sub_02,FC6,extra,delta,0.59654254
Patient,Rest,Sub_02,FC6,extra,theta,0.65714085
Patient,Rest,Sub_02,FC6,extra,alpha,0.33639356
Patient,Rest,Sub_02,FC6,extra,beta,0.6902783
Patient,Rest,Sub_02,FC6,extra,gamma,0.40964842
Patient,Rest,Sub_02,FC6,extra,broadband,0.36661765
Patient,Rest,Sub_02,CP5,extra,delta,0.108261995
Patient,Rest,Sub_02,CP5,extra,theta,0.2779614
Patient,Rest,Sub_02,CP5,extra,alpha,0.4009301
Patient,Rest,Sub_02,CP5,extra,beta,0.2587449
Patient,Rest,Sub_02,CP5,extra,gamma,0.41094935
Patient,Rest,Sub_02,CP5,extra,broadband,0.5848491
Patient,Rest,Sub_02,CP1,extra,delta,0.15839958
Patient,Rest,Sub_02,CP1,extra,theta,0.3926925
Patient,Rest,Sub_02,CP1,extra,alpha,0.26142943
Patient,Rest,Sub_02,CP1,extra,beta,0.26270765
Patient,Rest,Sub_02,CP1,extra,gamma,0.37377906
Patient,Rest,Sub_02,CP1,extra,broadband,0.6106164
Patient,Rest,Sub_02,CP2,extra,delta,0.41771996
Patient,Rest,Sub_02,CP2,extra,theta,0.2782798
Patient,Rest,Sub_02,CP2,extra,alpha,0.22986796
Patient,Rest,Sub_02,CP2,extra,beta,0.51692104
Patient,Rest,Sub_02,CP2,extra,gamma,0.25355443
Patient,Rest,Sub_02,CP2,extra,broadband,0.6545609
Patient,Rest,Sub_02,CP6,extra,delta,1.6860162
Patient,Rest,Sub_02,CP6,extra,theta,0.6959166
Patient,Rest,Sub_02,CP6,extra,alpha,0.4653924
Patient,Rest,Sub_02,CP6,extra,beta,0.5696131
Patient,Rest,Sub_02,CP6,extra,gamma,0.65638065
Patient,Rest,Sub_02,CP6,extra,broadband,0.53747773
Patient,Rest,Sub_02,PO3,extra,delta,0.5917883
Patient,Rest,Sub_02,PO3,extra,theta,0.6114714
Patient,Rest,Sub_02,PO3,extra,alpha,0.09049365
Patient,Rest,Sub_02,PO3,extra,beta,0.5750581
Patient,Rest,Sub_02,PO3,extra,gamma,0.54738003
Patient,Rest,Sub_02,PO3,extra,broadband,
Patient,Rest,Sub_02,PO4,extra,delta,0.2743287
Patient,Rest,Sub_02,PO4,extra,theta,0.6256809
Patient,Rest,Sub_02,PO4,extra,alpha,0.4687328
Patient,Rest,Sub_02,PO4,extra,beta,0.4319074
Patient,Rest,Sub_02,PO4,extra,gamma,0.50007105
Patient,Rest,Sub_02,PO4,extra,broadband,0.8322499
Patient,Rest,Sub_03,Fp1,prefrontal,delta,0.6197862
Patient,Rest,Sub_03,Fp1,prefrontal,theta,0.1909456
Patient,Rest,Sub_03,Fp1,prefrontal,alpha,0.12279147
Patient,Rest,Sub_03,Fp1,prefrontal,beta,0.28745013
Patient,Rest,Sub_03,Fp1,prefrontal,gamma,0.32062683
Patient,Rest,Sub_03,Fp1,prefrontal,broadband,0.2747091
Patient,Rest,Sub_03,Fp2,prefrontal,delta,0.29469854
Patient,Rest,Sub_03,Fp2,prefrontal,theta,0.47644255
Patient,Rest,Sub_03,Fp2,prefrontal,alpha,0.18252315
Patient,Rest,Sub_03,Fp2,prefrontal,beta,0.36580938
Patient,Rest,Sub_03,Fp2,prefrontal,gamma,0.31804428
Patient,Rest,Sub_03,Fp2,prefrontal,broadband,0.29296264
Patient,Rest,Sub_03,F7,frontal,delta,0.32717657
Patient,Rest,Sub_03,F7,frontal,theta,0.7403951
Patient,Rest,Sub_03,F7,frontal,alpha,0.22612755
Patient,Rest,Sub_03,F7,frontal,beta,0.6162799
Patient,Rest,Sub_03,F7,frontal,gamma,0.37412485
Patient,Rest,Sub_03,F7,frontal,broadband,0.3721779
Patient,Rest,Sub_03,F3,frontal,delta,0.37038362
Patient,Rest,Sub_03,F3,frontal,theta,0.50043243
Patient,Rest,Sub_03,F3,frontal,alpha,0.14740369
Patient,Rest,Sub_03,F3,frontal,beta,0.6467799
Patient,Rest,Sub_03,F3,frontal,gamma,0.3925386
Patient,Rest,Sub_03,F3,frontal,broadband,0.19446449
Patient,Rest,Sub_03,Fz,frontal,delta,0.33048776
Patient,Rest,Sub_03,Fz,frontal,theta,0.4297657
Patient,Rest,Sub_03,Fz,frontal,alpha,0.74007326
Patient,Rest,Sub_03,Fz,frontal,beta,0.7578968
Patient,Rest,Sub_03,Fz,frontal,gamma,0.29083437
Patient,Rest,Sub_03,Fz,frontal,broadband,0.53069437
Patient,Rest,Sub_03,F4,frontal,delta,0.49335706
Patient,Rest,Sub_03,F4,frontal,theta,0.78064877
Patient,Rest,Sub_03,F4,frontal,alpha,0.2523669
Patient,Rest,Sub_03,F4,frontal,beta,0.6816689
Patient,Rest,Sub_03,F4,frontal,gamma,0.2941575
Patient,Rest,Sub_03,F4,frontal,broadband,0.86447513
Patient,Rest,Sub_03,F8,frontal,delta,0.43998837
Patient,Rest,Sub_03,F8,frontal,theta,0.8874363
Patient,Rest,Sub_03,F8,frontal,alpha,0.27831972
Patient,Rest,Sub_03,F8,frontal,beta,0.7810929
Patient,Rest,Sub_03,F8,frontal,gamma,0.339895
Patient,Rest,Sub_03,F8,frontal,broadband,0.09819783
Patient,Rest,Sub_03,T3,central,delta,0.40068552
Patient,Rest,Sub_03,T3,central,theta,0.53530794
Patient,Rest,Sub_03,T3,central,alpha,0.2667114
Patient,Rest,Sub_03,T3,central,beta,0.1883474
Patient,Rest,Sub_03,T3,central,gamma,0.18393072
Patient,Rest,Sub_03,T3,central,broadband,0.24735029
Patient,Rest,Sub_03,C3,central,delta,0.4548157
Patient,Rest,Sub_03,C3,central,theta,0.22179197
Patient,Rest,Sub_03,C3,central,alpha,0.109620586
Patient,Rest,Sub_03,C3,central,beta,0.34204167
Patient,Rest,Sub_03,C3,central,gamma,1.5593963
Patient,Rest,Sub_03,C3,central,broadband,0.44367108
Patient,Rest,Sub_03,Cz,central,delta,0.46488863
Patient,Rest,Sub_03,Cz,central,theta,0.23094681
Patient,Rest,Sub_03,Cz,central,alpha,0.23996314
Patient,Rest,Sub_03,Cz,central,beta,0.4408342
Patient,Rest,Sub_03,Cz,central,gamma,0.04537167
Patient,Rest,Sub_03,Cz,central,broadband,0.36980093
Patient,Rest,Sub_03,C4,central,delta,0.43590394
Patient,Rest,Sub_03,C4,central,theta,0.47080266
Patient,Rest,Sub_03,C4,central,alpha,0.3634839
Patient,Rest,Sub_03,C4,central,beta,0.23650844
Patient,Rest,Sub_03,C4,central,gamma,0.5522664
Patient,Rest,Sub_03,C4,central,broadband,0.10337907
Patient,Rest,Sub_03,T4,central,delta,0.60539895
Patient,Rest,Sub_03,T4,central,theta,0.5977335
Patient,Rest,Sub_03,T4,central,alpha,0.51567125
Patient,Rest,Sub_03,T4,central,beta,0.32680348
Patient,Rest,Sub_03,T4,central,gamma,0.44292295
Patient,Rest,Sub_03,T4,central,broadband,0.28033507
Patient,Rest,Sub_03,T5,parietal,delta,0.46705896
Patient,Rest,Sub_03,T5,parietal,theta,0.22519736
Patient,Rest,Sub_03,T5,parietal,alpha,0.3214137
Patient,Rest,Sub_03,T5,parietal,beta,0.27973652
Patient,Rest,Sub_03,T5,parietal,gamma,0.21536945
Patient,Rest,Sub_03,T5,parietal,broadband,0.6381579
Patient,Rest,Sub_03,P3,parietal,delta,0.18886766
Patient,Rest,Sub_03,P3,parietal,theta,0.31281966
Patient,Rest,Sub_03,P3,parietal,alpha,0.34306327
Patient,Rest,Sub_03,P3,parietal,beta,0.6789563
Patient,Rest,Sub_03,P3,parietal,gamma,0.58238953
Patient,Rest,Sub_03,P3,parietal,broadband,0.5029312
Patient,Rest,Sub_03,Pz,parietal,delta,0.48565683
Patient,Rest,Sub_03,Pz,parietal,theta,0.66472816
Patient,Rest,Sub_03,Pz,parietal,alpha,0.1556399
Patient,Rest,Sub_03,Pz,parietal,beta,0.36404774
Patient,Rest,Sub_03,Pz,parietal,gamma,
Patient,Rest,Sub_03,Pz,parietal,broadband,0.3245222
Patient,Rest,Sub_03,P4,parietal,delta,0.38862357
Patient,Rest,Sub_03,P4,parietal,theta,0.38635507
Patient,Rest,Sub_03,P4,parietal,alpha,0.0
Patient,Rest,Sub_03,P4,parietal,beta,0.26994535
Patient,Rest,Sub_03,P4,parietal,gamma,0.26307863
Patient,Rest,Sub_03,P4,parietal,broadband,0.28054497
Patient,Rest,Sub_03,T6,parietal,delta,0.4901411
Patient,Rest,Sub_03,T6,parietal,theta,0.3056998
Patient,Rest,Sub_03,T6,parietal,alpha,0.5817817
Patient,Rest,Sub_03,T6,parietal,beta,0.34056082
Patient,Rest,Sub_03,T6,parietal,gamma,0.2713582
Patient,Rest,Sub_03,T6,parietal,broadband,0.17137389
Patient,Rest,Sub_03,O1,occipital,delta,0.38089383
Patient,Rest,Sub_03,O1,occipital,theta,0.6236334
Patient,Rest,Sub_03,O1,occipital,alpha,0.1625379
Patient,Rest,Sub_03,O1,occipital,beta,0.20884171
Patient,Rest,Sub_03,O1,occipital,gamma,0.5824111
Patient,Rest,Sub_03,O1,occipital,broadband,0.29845223
Patient,Rest,Sub_03,Oz,occipital,delta,0.21144271
Patient,Rest,Sub_03,Oz,occipital,theta,0.4429739
Patient,Rest,Sub_03,Oz,occipital,alpha,0.63574094
Patient,Rest,Sub_03,Oz,occipital,beta,0.7260944
Patient,Rest,Sub_03,Oz,occipital,gamma,0.36232793
Patient,Rest,Sub_03,Oz,occipital,broadband,0.19384454
Patient,Rest,Sub_03,O2,occipital,delta,0.29787165
Patient,Rest,Sub_03,O2,occipital,theta,0.35650706
Patient,Rest,Sub_03,O2,occipital,alpha,0.20716898
Patient,Rest,Sub_03,O2,occipital,beta,0.41247734
Patient,Rest,Sub_03,O2,occipital,gamma,0.30804643
Patient,Rest,Sub_03,O2,occipital,broadband,0.62768114
Patient,Rest,Sub_03,AF3,extra,delta,0.3730681
Patient,Rest,Sub_03,AF3,extra,theta,0.21310055
Patient,Rest,Sub_03,AF3,extra,alpha,0.008937563
Patient,Rest,Sub_03,AF3,extra,beta,0.43034422
Patient,Rest,Sub_03,AF3,extra,gamma,0.21572512
Patient,Rest,Sub_03,AF3,extra,broadband,0.37375075
Patient,Rest,Sub_03,AF4,extra,delta,0.41986337
Patient,Rest,Sub_03,AF4,extra,theta,0.39408907
Patient,Rest,Sub_03,AF4,extra,alpha,0.68371606
Patient,Rest,Sub_03,AF4,extra,beta,0.48099235
Patient,Rest,Sub_03,AF4,extra,gamma,0.5227076
Patient,Rest,Sub_03,AF4,extra,broadband,0.06998571
Patient,Rest,Sub_03,FC5,extra,delta,0.42556748
Patient,Rest,Sub_03,FC5,extra,theta,0.46197703
Patient,Rest,Sub_03,FC5,extra,alpha,0.31056747
Patient,Rest,Sub_03,FC5,extra,beta,0.40100107
Patient,Rest,Sub_03,FC5,extra,gamma,0.3106685
Patient,Rest,Sub_03,FC5,extra,broadband,0.45571512
